"No.","Time","Source","Destination","Protocol","Length","Info"
"11993","504.867772","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"11994","504.867902","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6387358 Win=130816 Len=0"
"11995","504.868040","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=6387358 Ack=4036 Win=60800 Len=1386 [TCP PDU reassembled in 11999]"
"11996","504.868068","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6388744 Win=130816 Len=0"
"11997","504.871275","23.206.173.99","172.20.48.201","TCP","8370","443  >  65422 [ACK] Seq=6388744 Ack=4036 Win=60800 Len=8316 [TCP PDU reassembled in 11999]"
"11998","504.871394","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6397060 Win=130816 Len=0"
"11999","504.874271","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"12000","504.874359","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6403990 Win=130816 Len=0"
"12001","504.874499","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [ACK] Seq=6403990 Ack=4036 Win=60800 Len=1386 [TCP PDU reassembled in 12007]"
"12002","504.874539","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6405376 Win=130816 Len=0"
"12003","504.876947","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=6405376 Ack=4036 Win=60800 Len=2772 [TCP PDU reassembled in 12007]"
"12004","504.877022","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6408148 Win=130816 Len=0"
"12005","504.877836","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [ACK] Seq=6408148 Ack=4036 Win=60800 Len=5544 [TCP PDU reassembled in 12007]"
"12006","504.877916","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6413692 Win=130816 Len=0"
"12007","504.880257","23.206.173.99","172.20.48.201","TLSv1.3","5598","Application Data"
"12008","504.880330","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6419236 Win=130816 Len=0"
"12009","504.899212","23.206.173.99","172.20.48.201","TLSv1.3","6984","Application Data"
"12010","504.899315","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6426166 Win=130816 Len=0"
"12011","504.899481","23.206.173.99","172.20.48.201","TCP","1440","443  >  65422 [PSH, ACK] Seq=6426166 Ack=4036 Win=60800 Len=1386 [TCP PDU reassembled in 12015]"
"12012","504.899518","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6427552 Win=130816 Len=0"
"12013","504.902993","23.206.173.99","172.20.48.201","TCP","9756","443  >  65422 [ACK] Seq=6427552 Ack=4036 Win=60800 Len=9702 [TCP PDU reassembled in 12015]"
"12014","504.903115","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6437254 Win=130816 Len=0"
"12015","504.903287","23.206.173.99","172.20.48.201","TLSv1.3","4212","Application Data"
"12016","504.903368","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6441412 Win=130816 Len=0"
"12017","504.906447","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [PSH, ACK] Seq=6441412 Ack=4036 Win=60800 Len=6930 [TCP PDU reassembled in 12021]"
"12018","504.906551","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6448342 Win=130816 Len=0"
"12019","504.906725","23.206.173.99","172.20.48.201","TCP","6984","443  >  65422 [ACK] Seq=6448342 Ack=4036 Win=60800 Len=6930 [TCP PDU reassembled in 12021]"
"12020","504.906786","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6455272 Win=130816 Len=0"
"12021","504.907094","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"12022","504.907133","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6458044 Win=130816 Len=0"
"12023","504.929767","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [ACK] Seq=6458044 Ack=4036 Win=60800 Len=5544 [TCP PDU reassembled in 12025]"
"12024","504.929888","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6463588 Win=130816 Len=0"
"12025","504.932794","23.206.173.99","172.20.48.201","TLSv1.3","2826","Application Data"
"12026","504.932902","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6466360 Win=130816 Len=0"
"12027","504.934138","23.206.173.99","172.20.48.201","TLSv1.3","4212","[TCP Previous segment not captured] , Continuation Data"
"12028","504.934231","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12026#1] 65422  >  443 [ACK] Seq=4036 Ack=6466360 Win=130816 Len=0 SLE=6485764 SRE=6489922"
"12029","504.935078","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12030","504.935153","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12026#2] 65422  >  443 [ACK] Seq=4036 Ack=6466360 Win=130816 Len=0 SLE=6485764 SRE=6491308"
"12031","504.936000","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12032","504.936054","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12026#3] 65422  >  443 [ACK] Seq=4036 Ack=6466360 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12033","504.936708","23.206.173.99","172.20.48.201","TCP","2826","[TCP Fast Retransmission] 443  >  65422 [ACK] Seq=6466360 Ack=4036 Win=60800 Len=2772 [TCP PDU reassembled in 12039]"
"12034","504.936777","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6469132 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12035","504.936893","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [PSH, ACK] Seq=6469132 Ack=4036 Win=60800 Len=1386 [TCP PDU reassembled in 12039]"
"12036","504.936923","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6470518 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12037","504.937964","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6470518 Ack=4036 Win=60800 Len=1386 [TCP PDU reassembled in 12039]"
"12038","504.938034","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6471904 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12039","504.940485","23.206.173.99","172.20.48.201","TCP","9756","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6471904 Ack=4036 Win=60800 Len=9702"
"12040","504.940620","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6481606 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12041","504.940953","23.206.173.99","172.20.48.201","TCP","2826","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6481606 Ack=4036 Win=60800 Len=2772"
"12042","504.940987","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6484378 Win=130816 Len=0 SLE=6485764 SRE=6494080"
"12043","504.944630","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6484378 Ack=4036 Win=60800 Len=1386"
"12044","504.944630","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12045","504.944756","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6494080 Win=130816 Len=0"
"12046","504.962842","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12047","504.962959","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6499624 Win=130816 Len=0"
"12048","504.963227","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12049","504.963271","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6503782 Win=130816 Len=0"
"12050","504.966275","23.206.173.99","172.20.48.201","TLSv1.3","6984","[TCP Previous segment not captured] , Continuation Data"
"12051","504.966375","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12049#1] 65422  >  443 [ACK] Seq=4036 Ack=6503782 Win=130816 Len=0 SLE=6513484 SRE=6520414"
"12052","504.966793","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12053","504.966842","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12049#2] 65422  >  443 [ACK] Seq=4036 Ack=6503782 Win=130816 Len=0 SLE=6513484 SRE=6523186"
"12054","504.969795","23.206.173.99","172.20.48.201","TLSv1.3","5598","[TCP Fast Retransmission] , Continuation Data"
"12055","504.969885","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6509326 Win=130816 Len=0 SLE=6513484 SRE=6523186"
"12056","504.970012","23.206.173.99","172.20.48.201","TCP","4212","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6509326 Ack=4036 Win=60800 Len=4158"
"12057","504.970063","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6523186 Win=130816 Len=0"
"12058","504.973009","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12059","504.973116","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6528730 Win=130816 Len=0"
"12060","504.973384","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12061","504.973440","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6532888 Win=130816 Len=0"
"12062","504.973677","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12063","504.994213","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12064","504.994213","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"12065","504.994381","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6542590 Win=130816 Len=0"
"12066","504.997784","23.206.173.99","172.20.48.201","TCP","4212","[TCP Previous segment not captured] 443  >  65422 [ACK] Seq=6546748 Ack=4036 Win=60800 Len=4158"
"12067","504.997854","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12065#1] 65422  >  443 [ACK] Seq=4036 Ack=6542590 Win=130816 Len=0 SLE=6546748 SRE=6550906"
"12068","505.001662","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12069","505.001662","23.206.173.99","172.20.48.201","TCP","1440","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6542590 Ack=4036 Win=60800 Len=1386"
"12070","505.001709","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12065#2] 65422  >  443 [ACK] Seq=4036 Ack=6542590 Win=130816 Len=0 SLE=6546748 SRE=6556450"
"12071","505.001787","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6543976 Win=130816 Len=0 SLE=6546748 SRE=6556450"
"12072","505.002082","23.206.173.99","172.20.48.201","TCP","2826","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6543976 Ack=4036 Win=60800 Len=2772"
"12073","505.002136","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6556450 Win=130816 Len=0"
"12074","505.004640","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12075","505.004680","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6559222 Win=130816 Len=0"
"12076","505.004902","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12077","505.004955","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6563380 Win=130816 Len=0"
"12078","505.005609","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12079","505.005654","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6566152 Win=130816 Len=0"
"12080","505.008579","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12081","505.008655","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6571696 Win=130816 Len=0"
"12082","505.025248","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12083","505.025301","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6575854 Win=130816 Len=0"
"12084","505.025513","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12085","505.025527","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6578626 Win=130816 Len=0"
"12086","505.025668","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12087","505.025697","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6580012 Win=130816 Len=0"
"12088","505.029627","23.206.173.99","172.20.48.201","TLSv1.3","5598","[TCP Previous segment not captured] , Continuation Data"
"12089","505.029671","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12087#1] 65422  >  443 [ACK] Seq=4036 Ack=6580012 Win=130816 Len=0 SLE=6582784 SRE=6588328"
"12090","505.029738","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12091","505.029752","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12087#2] 65422  >  443 [ACK] Seq=4036 Ack=6580012 Win=130816 Len=0 SLE=6582784 SRE=6591100"
"12092","505.034574","23.206.173.99","172.20.48.201","TLSv1.3","2826","[TCP Fast Retransmission] , Continuation Data"
"12093","505.034574","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12094","505.034634","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6591100 Win=130816 Len=0"
"12095","505.034678","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6595258 Win=130816 Len=0"
"12096","505.037815","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12097","505.037866","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6596644 Win=130816 Len=0"
"12098","505.039367","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12099","505.039367","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12100","505.039422","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6603574 Win=130816 Len=0"
"12101","505.040374","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12102","505.040414","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6604960 Win=130816 Len=0"
"12103","505.042826","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12104","505.042916","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6609118 Win=130816 Len=0"
"12105","505.043352","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12106","505.043397","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6610504 Win=130816 Len=0"
"12107","505.054886","23.206.173.99","172.20.48.201","TCP","5598","443  >  65422 [PSH, ACK] Seq=6610504 Ack=4036 Win=60800 Len=5544 [TCP PDU reassembled in 12111]"
"12108","505.054944","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6616048 Win=130816 Len=0"
"12109","505.056311","23.206.173.99","172.20.48.201","TCP","2826","443  >  65422 [ACK] Seq=6616048 Ack=4036 Win=60800 Len=2772 [TCP PDU reassembled in 12111]"
"12110","505.056362","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6618820 Win=130816 Len=0"
"12111","505.058564","23.206.173.99","172.20.48.201","SSLv2","6984","Encrypted Data, Continuation Data"
"12112","505.058616","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6625750 Win=130816 Len=0"
"12113","505.058845","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12114","505.058876","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6627136 Win=130816 Len=0"
"12115","505.060790","23.206.173.99","172.20.48.201","TCP","8370","443  >  65422 [PSH, ACK] Seq=6627136 Ack=4036 Win=60800 Len=8316"
"12116","505.060851","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6635452 Win=130816 Len=0"
"12117","505.063024","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12118","505.063078","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6640996 Win=130816 Len=0"
"12119","505.064383","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12120","505.064432","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6643768 Win=130816 Len=0"
"12121","505.064954","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12122","505.066224","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12123","505.066309","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6649312 Win=130816 Len=0"
"12124","505.087703","23.206.173.99","172.20.48.201","TLSv1.3","8370","Continuation Data"
"12125","505.087784","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6657628 Win=130816 Len=0"
"12126","505.090577","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12127","505.090651","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6663172 Win=130816 Len=0"
"12128","505.092612","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12129","505.092612","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12130","505.092612","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12131","505.092612","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12132","505.092674","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6670102 Win=130816 Len=0"
"12133","505.092923","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12134","505.092962","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6671488 Win=130816 Len=0"
"12135","505.094186","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12136","505.094294","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6675646 Win=130816 Len=0"
"12137","505.094437","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12138","505.094466","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6679804 Win=130816 Len=0"
"12139","505.095269","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"12140","505.095324","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6686734 Win=130816 Len=0"
"12141","505.117421","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12142","505.117569","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6690892 Win=130816 Len=0"
"12143","505.117938","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12144","505.118208","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6695050 Win=130816 Len=0"
"12145","505.120782","23.206.173.99","172.20.48.201","TLSv1.3","6984","[TCP Previous segment not captured] , Continuation Data"
"12146","505.120857","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12144#1] 65422  >  443 [ACK] Seq=4036 Ack=6695050 Win=130816 Len=0 SLE=6707524 SRE=6714454"
"12147","505.120989","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12148","505.121014","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12144#2] 65422  >  443 [ACK] Seq=4036 Ack=6695050 Win=130816 Len=0 SLE=6707524 SRE=6715840"
"12149","505.123263","23.206.173.99","172.20.48.201","TLSv1.3","8370","[TCP Fast Retransmission] , Continuation Data"
"12150","505.123383","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6703366 Win=130816 Len=0 SLE=6707524 SRE=6715840"
"12151","505.126784","23.206.173.99","172.20.48.201","TCP","4212","[TCP Out-Of-Order] 443  >  65422 [ACK] Seq=6703366 Ack=4036 Win=60800 Len=4158"
"12152","505.126784","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12153","505.126903","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6715840 Win=130816 Len=0"
"12154","505.126992","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6718612 Win=130816 Len=0"
"12155","505.127111","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12156","505.127147","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6721384 Win=130816 Len=0"
"12157","505.129669","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12158","505.129749","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6725542 Win=130816 Len=0"
"12159","505.149557","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12160","505.149802","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12161","505.149802","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12162","505.149802","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12163","505.149881","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6732472 Win=130816 Len=0"
"12164","505.150039","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12165","505.150116","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6733858 Win=130816 Len=0"
"12166","505.152623","23.206.173.99","172.20.48.201","TLSv1.3","6984","[TCP Previous segment not captured] , Continuation Data"
"12167","505.152685","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12165#1] 65422  >  443 [ACK] Seq=4036 Ack=6733858 Win=130816 Len=0 SLE=6740788 SRE=6747718"
"12168","505.152802","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12169","505.152827","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12165#2] 65422  >  443 [ACK] Seq=4036 Ack=6733858 Win=130816 Len=0 SLE=6740788 SRE=6749104"
"12170","505.157031","23.206.173.99","172.20.48.201","TLSv1.3","6984","[TCP Fast Retransmission] , Continuation Data"
"12171","505.157171","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6749104 Win=130816 Len=0"
"12172","505.157334","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12173","505.162263","23.206.173.99","172.20.48.201","TLSv1.3","8370","Continuation Data"
"12174","505.162376","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6758806 Win=130816 Len=0"
"12175","505.165420","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12176","505.165521","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6764350 Win=130816 Len=0"
"12177","505.180963","23.206.173.99","172.20.48.201","TLSv1.3","8370","Continuation Data"
"12178","505.181115","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6772666 Win=130816 Len=0"
"12179","505.183918","23.206.173.99","172.20.48.201","TLSv1.3","2826","[TCP Previous segment not captured] , Continuation Data"
"12180","505.183989","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12178#1] 65422  >  443 [ACK] Seq=4036 Ack=6772666 Win=130816 Len=0 SLE=6776824 SRE=6779596"
"12181","505.184531","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12182","505.184593","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12178#2] 65422  >  443 [ACK] Seq=4036 Ack=6772666 Win=130816 Len=0 SLE=6776824 SRE=6785140"
"12183","505.186900","23.206.173.99","172.20.48.201","TLSv1.3","4212","[TCP Fast Retransmission] , Continuation Data"
"12184","505.186900","23.206.173.99","172.20.48.201","TLSv1.3","4212","Continuation Data"
"12185","505.187054","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6785140 Win=130816 Len=0"
"12186","505.187261","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6789298 Win=130816 Len=0"
"12187","505.190509","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"12188","505.190595","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6796228 Win=130816 Len=0"
"12189","505.190747","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12190","505.190787","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6799000 Win=130816 Len=0"
"12191","505.195619","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12192","505.195710","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6801772 Win=130816 Len=0"
"12193","505.213346","23.206.173.99","172.20.48.201","TLSv1.3","6984","Continuation Data"
"12194","505.213469","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6808702 Win=130816 Len=0"
"12195","505.213666","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12196","505.218512","23.206.173.99","172.20.48.201","TCP","6984","[TCP Previous segment not captured] 443  >  65422 [ACK] Seq=6812860 Ack=4036 Win=60800 Len=6930"
"12197","505.218636","172.20.48.201","23.206.173.99","TCP","66","65422  >  443 [ACK] Seq=4036 Ack=6810088 Win=130816 Len=0 SLE=6812860 SRE=6819790"
"12198","505.223689","23.206.173.99","172.20.48.201","TLSv1.3","5598","Continuation Data"
"12199","505.223827","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12197#1] 65422  >  443 [ACK] Seq=4036 Ack=6810088 Win=130816 Len=0 SLE=6812860 SRE=6825334"
"12200","505.224343","23.206.173.99","172.20.48.201","TLSv1.3","2826","Continuation Data"
"12201","505.224469","172.20.48.201","23.206.173.99","TCP","66","[TCP Dup ACK 12197#2] 65422  >  443 [ACK] Seq=4036 Ack=6810088 Win=130816 Len=0 SLE=6812860 SRE=6828106"
"12202","505.226766","23.206.173.99","172.20.48.201","TLSv1.3","2826","[TCP Fast Retransmission] , Continuation Data"
"12203","505.226766","23.206.173.99","172.20.48.201","TLSv1.3","1440","Continuation Data"
"12204","505.226869","172.20.48.201","23.206.173.99","TCP","54","65422  >  443 [ACK] Seq=4036 Ack=6828106 Win=130816 Len=0"
